61.907,256.400
33.513,118.679
70.349,300.218
22.159,69.633
66.833,281.839
78.009,340.863
85.256,380.013
84.206,374.300
77.789,339.688
13.263,35.249
22.019,69.058
65.242,273.579
81.983,362.255
67.974,287.785
51.824,205.585
72.711,312.667
33.676,119.416
34.794,124.484
71.490,306.221
16.519,47.300
13.067,34.546
21.474,66.834
38.348,140.833
8.430,18.915
45.403,174.227
86.490,386.743
56.666,229.760
48.802,190.720
78.386,342.884
58.099,237.001
54.022,216.507
82.006,362.378
78.273,342.282
71.368,305.583
19.022,57.007
33.897,120.418
45.218,173.338
71.808,307.898
89.635,403.971
2.056,2.296
98.384,452.464
51.129,202.152
91.797,415.881
5.429,10.102
59.380,243.496
24.286,78.452
48.683,190.139
78.091,341.305
82.426,364.650
74.138,320.226
71.262,305.023
71.405,305.774
96.762,443.415
96.045,439.422
6.009,11.700
93.207,423.673
61.274,253.155
16.289,46.425
89.855,405.179
37.165,135.351
67.132,283.394
41.260,154.472
19.026,57.021
31.787,110.939
44.770,171.185
30.332,104.481
30.234,104.051
78.570,343.872
46.500,179.523
24.463,79.191
65.329,274.033
44.570,170.224
12.902,33.959
42.800,161.768
7.886,17.226
35.789,129.024
1.457,1.310
82.521,365.164
60.430,248.847
51.885,205.887
65.848,276.721
63.942,266.861
60.939,251.445
17.998,52.993
76.816,334.482
83.047,368.014
15.004,41.604
90.541,408.955
50.926,201.148
14.353,39.201
91.002,411.493
10.809,26.687
59.465,243.928
43.639,165.768
11.940,30.571
51.501,203.984
41.271,154.524
49.572,194.491
50.836,200.706
84.462,375.691
94.279,429.611
43.368,164.476
25.143,82.057
34.411,122.747
80.091,352.047
48.334,188.436
73.963,319.300
87.036,389.727
86.235,385.348
43.780,166.441
95.435,436.030
30.418,104.863
74.980,324.700
45.232,173.405
68.055,288.209
55.838,225.595
40.770,152.162
24.127,77.785
28.474,96.342
1.426,1.264
68.447,290.255
52.709,209.971
16.962,48.991
22.753,72.076
41.717,156.630
19.806,60.117
49.535,194.308
54.908,220.932
98.879,455.235
17.636,51.587
8.239,18.318
52.747,210.159
69.021,293.258
96.677,442.942
19.597,59.285
36.753,133.452
79.889,350.959
50.305,198.088
46.973,181.817
64.817,271.381
70.734,302.242
86.928,389.133
42.637,160.993
52.894,210.891
50.652,199.798
26.673,88.568
57.678,234.868
0.439,0.160
32.675,114.909
31.907,111.472
99.907,460.988
87.797,393.891
58.308,238.055
4.618,7.971
21.729,67.873
73.232,315.426
56.941,231.147
6.344,12.650
52.075,206.826
10.802,26.661
24.006,77.276
53.017,211.502
58.064,236.823
43.845,166.750
83.417,370.017
66.710,281.197
94.811,432.563
15.921,45.032
5.943,11.515
67.949,287.651
48.378,188.650
7.417,15.801
84.875,377.940
5.328,9.831
13.883,37.487
57.846,235.720
55.386,223.328
67.478,285.199
55.161,222.203
98.310,452.054
62.205,257.926
61.079,252.158
58.946,241.294
48.769,190.560
12.175,31.389
94.962,433.404
41.967,157.813
87.675,393.222
87.685,393.278
39.071,144.200
41.463,155.431
29.171,99.383
23.995,77.231
42.887,162.181
17.743,52.002
41.339,154.846
25.326,82.830
71.302,305.233
29.468,100.683
5.439,10.130
22.080,69.309
83.938,372.846
80.310,353.225
31.428,109.340
36.340,131.551
3.630,5.564
73.171,315.102
94.784,432.416
66.107,278.067
60.383,248.603
74.113,320.093
16.524,47.317
89.630,403.944
47.308,183.442
99.637,459.479
33.634,119.228
81.201,358.030
13.971,37.809
27.846,93.616
3.883,6.158
35.644,128.362
1.149,0.879
66.431,279.749
93.705,426.431
98.325,452.139
47.471,184.235
51.557,204.261
95.954,438.914
6.156,12.114
51.984,206.377
6.414,12.848
61.657,255.117
11.977,30.700
96.647,442.774
10.821,26.725
0.870,0.545
18.023,53.089
30.025,103.128
24.617,79.840
84.146,373.974
9.761,23.190
17.828,52.331
31.516,109.730
3.431,5.108
94.080,428.507
78.679,344.458
53.870,215.749
4.642,8.033
22.589,71.398
80.087,352.023
3.318,4.855
11.988,30.739
65.846,276.711
31.501,109.664
90.464,408.529
2.886,3.916
70.584,301.455
26.111,86.165
95.805,438.089
8.352,18.673
41.337,154.836
96.593,442.476
51.882,205.872
94.125,428.756
99.646,459.527
67.856,287.167
14.083,38.217
43.775,166.415
60.909,251.289
58.003,236.515
25.391,83.105
46.750,180.735
68.556,290.822
58.415,238.599
94.619,431.495
47.787,185.770
35.769,128.936
62.337,258.604
96.252,440.573
7.494,16.031
32.256,113.033
25.944,85.455
88.838,399.595
84.896,378.054
72.420,311.131
59.087,242.007
7.626,16.434
65.542,275.135
48.002,186.818
54.098,216.883
10.140,24.444
12.574,32.796
61.312,253.351
68.133,288.616
78.826,345.248
34.551,123.381
11.546,29.203
39.856,147.870
41.430,155.272
56.355,228.195
30.603,105.679
30.080,103.372
71.868,308.219
5.216,9.531
37.770,138.149
13.728,36.926
12.867,33.835
15.707,44.229
72.318,310.594
72.857,313.441
1.854,1.944
89.072,400.880
69.284,294.632
16.001,45.336
10.697,26.307
24.423,79.024
13.587,36.414
40.923,152.883
13.739,36.965
98.308,452.045
17.462,50.914
61.921,256.468
30.348,104.554
26.407,87.427
29.192,99.476
77.826,339.885
88.915,400.017
46.907,181.496
58.895,241.031
18.670,55.619
86.365,386.060
2.000,2.197
92.206,418.139
64.915,271.888
57.564,234.294
81.914,361.878
53.445,213.628
20.306,62.115
21.167,65.588
13.002,34.315
18.055,53.216
42.560,160.628
56.015,226.487
15.297,42.695
47.672,185.209
78.919,345.744
61.971,256.726
54.646,219.623
74.258,320.862
13.264,35.252
54.679,219.788
73.424,316.443
24.609,79.807
55.730,225.054
13.587,36.414
85.695,382.404
58.993,241.531
10.659,26.179
16.871,48.644
92.646,420.571
51.837,205.649
23.287,74.283
57.476,233.846
45.458,174.493
50.757,200.315
40.685,151.762
32.479,114.030
2.076,2.333
56.393,228.385
11.609,29.421
54.633,219.560
28.016,94.355
16.784,48.309
50.262,197.878
4.518,7.718
84.923,378.199
82.259,363.748
99.375,458.010
26.288,86.922
93.617,425.941
4.411,7.448
72.207,310.007
83.017,367.849
26.033,85.833
15.048,41.768
37.267,135.821
19.706,59.717
95.976,439.037
50.311,198.120
50.973,201.379
50.743,200.244
89.787,404.807
89.881,405.324
59.199,242.579
55.050,221.644
93.995,428.037
35.938,129.710
65.876,276.868
60.288,248.121
47.540,184.568
25.082,81.798
54.956,221.176
95.216,434.811
0.536,0.230
